REF_DATE,GEO,DGUID,Immigrant status,Labour force characteristics,Age group,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
Jul-14,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,55.6,,,,1
Aug-14,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,55.1,,,,1
Sep-14,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,54.8,,,,1
Oct-14,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,54.7,,,,1
Nov-14,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,54.6,,,,1
Dec-14,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,54.4,,,,1
Jan-15,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,54.1,,,,1
Feb-15,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,54.3,,,,1
Mar-15,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,54.6,,,,1
Apr-15,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,55.3,,,,1
May-15,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,55.9,,,,1
Jun-15,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,56.5,,,,1
Jul-15,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,56.8,,,,1
Aug-15,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,57,,,,1
Sep-15,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,57.1,,,,1
Oct-15,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,57.1,,,,1
Nov-15,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,56.8,,,,1
Dec-15,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,56.5,,,,1
Jan-16,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,56.4,,,,1
Feb-16,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,56.5,,,,1
Mar-16,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,56.6,,,,1
Apr-16,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,56.6,,,,1
May-16,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,56.7,,,,1
Jun-16,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,56.7,,,,1
Jul-16,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,56.9,,,,1
Aug-16,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,56.7,,,,1
Sep-16,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,56.5,,,,1
Oct-16,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,56.4,,,,1
Nov-16,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,56.3,,,,1
Dec-16,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,56.3,,,,1
Jan-17,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,56.3,,,,1
Feb-17,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,56.5,,,,1
Mar-17,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,56.7,,,,1
Apr-17,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,57,,,,1
May-17,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,57.4,,,,1
Jun-17,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,57.8,,,,1
Jul-17,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,58,,,,1
Aug-17,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,58.1,,,,1
Sep-17,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,57.9,,,,1
Oct-17,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,57.7,,,,1
Nov-17,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,57.3,,,,1
Dec-17,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,57,,,,1
Jan-18,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,56.7,,,,1
Feb-18,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,56.7,,,,1
Mar-18,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,56.6,,,,1
Apr-18,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,56.8,,,,1
May-18,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,57.1,,,,1
Jun-18,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,57.5,,,,1
Jul-18,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,57.8,,,,1
Aug-18,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,57.7,,,,1
Sep-18,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,57.7,,,,1
Oct-18,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,57.7,,,,1
Nov-18,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,57.8,,,,1
Dec-18,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,58,,,,1
Jan-19,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,58.4,,,,1
Feb-19,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,58.6,,,,1
Mar-19,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,58.6,,,,1
Apr-19,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,58.6,,,,1
May-19,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,58.7,,,,1
Jun-19,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,58.8,,,,1
Jul-19,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,58.3,,,,1
Aug-19,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,57.8,,,,1
Sep-19,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,57.7,,,,1
Oct-19,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,57.9,,,,1
Nov-19,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,58.1,,,,1
Dec-19,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,57.9,,,,1
Jan-20,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,57.9,,,,1
Feb-20,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,57.9,,,,1
Mar-20,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,56.6,,,,1
Apr-20,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,53.4,,,,1
May-20,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,50.4,,,,1
Jun-20,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,50.1,,,,1
Jul-20,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,51.6,,,,1
Aug-20,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,53.4,,,,1
Sep-20,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,54.6,,,,1
Oct-20,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,55.6,,,,1
Nov-20,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,56.2,,,,1
Dec-20,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,56.1,,,,1
Jan-21,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,55.7,,,,1
Feb-21,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,55.6,,,,1
Mar-21,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,55.9,,,,1
Apr-21,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,56,,,,1
May-21,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,56,,,,1
Jun-21,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,56.1,,,,1
Jul-21,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,56.6,,,,1
Aug-21,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,56.7,,,,1
Sep-21,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,57,,,,1
Oct-21,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,57.5,,,,1
Nov-21,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,58.2,,,,1
Dec-21,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,58.3,,,,1
Jan-22,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,57.9,,,,1
Feb-22,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,57.9,,,,1
Mar-22,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,57.9,,,,1
Apr-22,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,58.1,,,,1
May-22,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,58,,,,1
Jun-22,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,58.1,,,,1
Jul-22,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,58.3,,,,1
Aug-22,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,58.3,,,,1
Sep-22,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,58.4,,,,1
Oct-22,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,58.5,,,,1
Nov-22,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,58.7,,,,1
Dec-22,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,58.8,,,,1
Jan-23,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,58.8,,,,1
Feb-23,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,59.1,,,,1
Mar-23,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,59.4,,,,1
Apr-23,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,59.8,,,,1
May-23,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,59.8,,,,1
Jun-23,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,60,,,,1
Jul-23,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,60,,,,1
Aug-23,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,59.5,,,,1
Sep-23,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,58.9,,,,1
Oct-23,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,58.4,,,,1
Nov-23,Canada,2016A000011124,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units,0,v53035594,1.5.10.1,58.6,,,,1
Mar-06,Canada,2016A000011124,Born in Canada,Employment rate,15 years and over,Percentage,242,units,0,v53035614,1.6.10.1,63,,,,1
Apr-06,Canada,2016A000011124,Born in Canada,Employment rate,15 years and over,Percentage,242,units,0,v53035614,1.6.10.1,63.2,,,,1
May-06,Canada,2016A000011124,Born in Canada,Employment rate,15 years and over,Percentage,242,units,0,v53035614,1.6.10.1,64.1,,,,1
Jun-06,Canada,2016A000011124,Born in Canada,Employment rate,15 years and over,Percentage,242,units,0,v53035614,1.6.10.1,65,,,,1
Jul-06,Canada,2016A000011124,Born in Canada,Employment rate,15 years and over,Percentage,242,units,0,v53035614,1.6.10.1,65.9,,,,1
Aug-06,Canada,2016A000011124,Born in Canada,Employment rate,15 years and over,Percentage,242,units,0,v53035614,1.6.10.1,66,,,,1
Sep-06,Canada,2016A000011124,Born in Canada,Employment rate,15 years and over,Percentage,242,units,0,v53035614,1.6.10.1,65.5,,,,1
Oct-06,Canada,2016A000011124,Born in Canada,Employment rate,15 years and over,Percentage,242,units,0,v53035614,1.6.10.1,65.1,,,,1
Nov-06,Canada,2016A000011124,Born in Canada,Employment rate,15 years and over,Percentage,242,units,0,v53035614,1.6.10.1,64.6,,,,1
Dec-06,Canada,2016A000011124,Born in Canada,Employment rate,15 years and over,Percentage,242,units,0,v53035614,1.6.10.1,64.5,,,,1
Jan-07,Canada,2016A000011124,Born in Canada,Employment rate,15 years and over,Percentage,242,units,0,v53035614,1.6.10.1,64,,,,1
Feb-07,Canada,2016A000011124,Born in Canada,Employment rate,15 years and over,Percentage,242,units,0,v53035614,1.6.10.1,63.6,,,,1
Mar-07,Canada,2016A000011124,Born in Canada,Employment rate,15 years and over,Percentage,242,units,0,v53035614,1.6.10.1,63.4,,,,1
Apr-07,Canada,2016A000011124,Born in Canada,Employment rate,15 years and over,Percentage,242,units,0,v53035614,1.6.10.1,63.7,,,,1
May-07,Canada,2016A000011124,Born in Canada,Employment rate,15 years and over,Percentage,242,units,0,v53035614,1.6.10.1,64.4,,,,1
Jun-07,Canada,2016A000011124,Born in Canada,Employment rate,15 years and over,Percentage,242,units,0,v53035614,1.6.10.1,65.4,,,,1
Jul-07,Canada,2016A000011124,Born in Canada,Employment rate,15 years and over,Percentage,242,units,0,v53035614,1.6.10.1,66.4,,,,1
Aug-07,Canada,2016A000011124,Born in Canada,Employment rate,15 years and over,Percentage,242,units,0,v53035614,1.6.10.1,66.7,,,,1
Sep-07,Canada,2016A000011124,Born in Canada,Employment rate,15 years and over,Percentage,242,units,0,v53035614,1.6.10.1,66.2,,,,1
Oct-07,Canada,2016A000011124,Born in Canada,Employment rate,15 years and over,Percentage,242,units,0,v53035614,1.6.10.1,65.8,,,,1
Nov-07,Canada,2016A000011124,Born in Canada,Employment rate,15 years and over,Percentage,242,units,0,v53035614,1.6.10.1,65.4,,,,1
Dec-07,Canada,2016A000011124,Born in Canada,Employment rate,15 years and over,Percentage,242,units,0,v53035614,1.6.10.1,65.2,,,,1
Jan-08,Canada,2016A000011124,Born in Canada,Employment rate,15 years and over,Percentage,242,units,0,v53035614,1.6.10.1,64.6,,,,1
Feb-08,Canada,2016A000011124,Born in Canada,Employment rate,15 years and over,Percentage,242,units,0,v53035614,1.6.10.1,64.3,,,,1
Mar-08,Canada,2016A000011124,Born in Canada,Employment rate,15 years and over,Percentage,242,units,0,v53035614,1.6.10.1,64,,,,1
Apr-08,Canada,2016A000011124,Born in Canada,Employment rate,15 years and over,Percentage,242,units,0,v53035614,1.6.10.1,64.2,,,,1
May-08,Canada,2016A000011124,Born in Canada,Employment rate,15 years and over,Percentage,242,units,0,v53035614,1.6.10.1,64.8,,,,1
Jun-08,Canada,2016A000011124,Born in Canada,Employment rate,15 years and over,Percentage,242,units,0,v53035614,1.6.10.1,65.7,,,,1
Jul-08,Canada,2016A000011124,Born in Canada,Employment rate,15 years and over,Percentage,242,units,0,v53035614,1.6.10.1,66.5,,,,1
Aug-08,Canada,2016A000011124,Born in Canada,Employment rate,15 years and over,Percentage,242,units,0,v53035614,1.6.10.1,66.7,,,,1
Sep-08,Canada,2016A000011124,Born in Canada,Employment rate,15 years and over,Percentage,242,units,0,v53035614,1.6.10.1,66.2,,,,1
Oct-08,Canada,2016A000011124,Born in Canada,Employment rate,15 years and over,Percentage,242,units,0,v53035614,1.6.10.1,65.8,,,,1
Nov-08,Canada,2016A000011124,Born in Canada,Employment rate,15 years and over,Percentage,242,units,0,v53035614,1.6.10.1,65.2,,,,1
Dec-08,Canada,2016A000011124,Born in Canada,Employment rate,15 years and over,Percentage,242,units,0,v53035614,1.6.10.1,64.8,,,,1
Jan-09,Canada,2016A000011124,Born in Canada,Employment rate,15 years and over,Percentage,242,units,0,v53035614,1.6.10.1,63.9,,,,1
Feb-09,Canada,2016A000011124,Born in Canada,Employment rate,15 years and over,Percentage,242,units,0,v53035614,1.6.10.1,63.1,,,,1
Mar-09,Canada,2016A000011124,Born in Canada,Employment rate,15 years and over,Percentage,242,units,0,v53035614,1.6.10.1,62.4,,,,1
Apr-09,Canada,2016A000011124,Born in Canada,Employment rate,15 years and over,Percentage,242,units,0,v53035614,1.6.10.1,62.4,,,,1
May-09,Canada,2016A000011124,Born in Canada,Employment rate,15 years and over,Percentage,242,units,0,v53035614,1.6.10.1,62.9,,,,1
Jun-09,Canada,2016A000011124,Born in Canada,Employment rate,15 years and over,Percentage,242,units,0,v53035614,1.6.10.1,63.8,,,,1
Jul-09,Canada,2016A000011124,Born in Canada,Employment rate,15 years and over,Percentage,242,units,0,v53035614,1.6.10.1,64.4,,,,1
Aug-09,Canada,2016A000011124,Born in Canada,Employment rate,15 years and over,Percentage,242,units,0,v53035614,1.6.10.1,64.4,,,,1
Sep-09,Canada,2016A000011124,Born in Canada,Employment rate,15 years and over,Percentage,242,units,0,v53035614,1.6.10.1,63.9,,,,1
Oct-09,Canada,2016A000011124,Born in Canada,Employment rate,15 years and over,Percentage,242,units,0,v53035614,1.6.10.1,63.5,,,,1
Nov-09,Canada,2016A000011124,Born in Canada,Employment rate,15 years and over,Percentage,242,units,0,v53035614,1.6.10.1,63.2,,,,1
Dec-09,Canada,2016A000011124,Born in Canada,Employment rate,15 years and over,Percentage,242,units,0,v53035614,1.6.10.1,62.9,,,,1
Jan-10,Canada,2016A000011124,Born in Canada,Employment rate,15 years and over,Percentage,242,units,0,v53035614,1.6.10.1,62.4,,,,1
Feb-10,Canada,2016A000011124,Born in Canada,Employment rate,15 years and over,Percentage,242,units,0,v53035614,1.6.10.1,62,,,,1
Mar-10,Canada,2016A000011124,Born in Canada,Employment rate,15 years and over,Percentage,242,units,0,v53035614,1.6.10.1,61.7,,,,1
Apr-10,Canada,2016A000011124,Born in Canada,Employment rate,15 years and over,Percentage,242,units,0,v53035614,1.6.10.1,62,,,,1
May-10,Canada,2016A000011124,Born in Canada,Employment rate,15 years and over,Percentage,242,units,0,v53035614,1.6.10.1,62.7,,,,1
Jun-10,Canada,2016A000011124,Born in Canada,Employment rate,15 years and over,Percentage,242,units,0,v53035614,1.6.10.1,63.7,,,,1
Jul-10,Canada,2016A000011124,Born in Canada,Employment rate,15 years and over,Percentage,242,units,0,v53035614,1.6.10.1,64.4,,,,1
Aug-10,Canada,2016A000011124,Born in Canada,Employment rate,15 years and over,Percentage,242,units,0,v53035614,1.6.10.1,64.6,,,,1
Sep-10,Canada,2016A000011124,Born in Canada,Employment rate,15 years and over,Percentage,242,units,0,v53035614,1.6.10.1,64,,,,1
Oct-10,Canada,2016A000011124,Born in Canada,Employment rate,15 years and over,Percentage,242,units,0,v53035614,1.6.10.1,63.6,,,,1
Nov-10,Canada,2016A000011124,Born in Canada,Employment rate,15 years and over,Percentage,242,units,0,v53035614,1.6.10.1,63.3,,,,1
Dec-10,Canada,2016A000011124,Born in Canada,Employment rate,15 years and over,Percentage,242,units,0,v53035614,1.6.10.1,63.2,,,,1
Jan-11,Canada,2016A000011124,Born in Canada,Employment rate,15 years and over,Percentage,242,units,0,v53035614,1.6.10.1,62.8,,,,1
Feb-11,Canada,2016A000011124,Born in Canada,Employment rate,15 years and over,Percentage,242,units,0,v53035614,1.6.10.1,62.5,,,,1
Mar-11,Canada,2016A000011124,Born in Canada,Employment rate,15 years and over,Percentage,242,units,0,v53035614,1.6.10.1,62.2,,,,1
Apr-11,Canada,2016A000011124,Born in Canada,Employment rate,15 years and over,Percentage,242,units,0,v53035614,1.6.10.1,62.4,,,,1
May-11,Canada,2016A000011124,Born in Canada,Employment rate,15 years and over,Percentage,242,units,0,v53035614,1.6.10.1,63,,,,1
Jun-11,Canada,2016A000011124,Born in Canada,Employment rate,15 years and over,Percentage,242,units,0,v53035614,1.6.10.1,63.9,,,,1
Jul-11,Canada,2016A000011124,Born in Canada,Employment rate,15 years and over,Percentage,242,units,0,v53035614,1.6.10.1,64.6,,,,1
Aug-11,Canada,2016A000011124,Born in Canada,Employment rate,15 years and over,Percentage,242,units,0,v53035614,1.6.10.1,64.7,,,,1
Sep-11,Canada,2016A000011124,Born in Canada,Employment rate,15 years and over,Percentage,242,units,0,v53035614,1.6.10.1,64.3,,,,1
Oct-11,Canada,2016A000011124,Born in Canada,Employment rate,15 years and over,Percentage,242,units,0,v53035614,1.6.10.1,63.9,,,,1
Nov-11,Canada,2016A000011124,Born in Canada,Employment rate,15 years and over,Percentage,242,units,0,v53035614,1.6.10.1,63.5,,,,1
